Date,Revenue,target,robust_z,abs_robust_z,diff_1,abs_diff_1,diff_7,abs_diff_7,promo_active,dow,month,COGS
2012-12-29,7842913.37,Revenue,3.675320461706802,3.675320461706802,-730749.9400000004,730749.9400000004,4617789.5,4617789.5,0,5,12,
2017-06-29,14575854.67,Revenue,3.671716593241054,3.671716593241054,3508624.9299999997,3508624.9299999997,5377234.539999999,5377234.539999999,1,3,6,
2016-05-26,12748857.56,Revenue,3.6710066026116985,3.6710066026116985,2832661.4400000013,2832661.4400000013,1536067.1900000013,1536067.1900000013,0,3,5,
2017-06-03,,COGS,3.6705486902374576,3.6705486902374576,-1841743.1999999993,1841743.1999999993,6934777.86,6934777.86,0,5,6,12312510.57
2015-06-01,12707400.56,Revenue,3.6607237844934692,3.6607237844934692,-139922.5399999991,139922.5399999991,6058488.94,6058488.94,0,0,6,
2015-06-03,,COGS,3.6604905637993883,3.6604905637993883,1961086.370000001,1961086.370000001,1270415.0600000005,1270415.0600000005,0,2,6,10182209.97
2013-03-28,8099154.93,Revenue,3.6554804459068344,3.6554804459068344,1227024.3399999999,1227024.3399999999,743461.4799999995,743461.4799999995,1,3,3,
2014-05-29,,COGS,3.650725075003302,3.650725075003302,-1119565.5,1119565.5,3172730.4699999997,3172730.4699999997,0,3,5,10157319.36
2013-08-31,,COGS,3.643254016588121,3.643254016588121,1077281.87,1077281.87,4237289.29,4237289.29,1,5,8,8325085.12
2021-04-02,7866035.23,Revenue,3.6401879410404048,3.6401879410404048,-1161040.6099999994,1161040.6099999994,3831419.9600000004,3831419.9600000004,1,4,4,
2015-05-31,,COGS,3.637731898499697,3.637731898499697,-1528660.1999999993,1528660.1999999993,4027042.380000001,4027042.380000001,0,6,5,10142347.13
2015-08-29,,COGS,3.6260514146205662,3.6260514146205662,-682507.25,682507.25,7165706.5600000005,7165706.5600000005,1,5,8,10361751.16
2022-05-30,,COGS,3.6258621249190686,3.6258621249190686,2517682.91,2517682.91,3875320.84,3875320.84,0,0,5,6931185.72
2020-03-31,,COGS,3.622051851721282,3.622051851721282,-619030.5800000001,619030.5800000001,3614027.5200000005,3614027.5200000005,1,1,3,7105527.86
2013-08-29,,COGS,3.613363956514142,3.613363956514142,3405952.09,3405952.09,2976531.09,2976531.09,1,3,8,8251851.88
2013-06-03,,COGS,3.605648662530608,3.605648662530608,-2085102.839999999,2085102.839999999,4053953.18,4053953.18,0,0,6,7525850.2
2014-08-31,11951398.65,Revenue,3.5871794698957724,3.5871794698957724,377200.2800000012,377200.2800000012,7976375.7,7976375.7,1,6,8,
2016-08-30,,COGS,3.582570366973568,3.582570366973568,-291340.4399999995,291340.4399999995,7169126.84,7169126.84,1,1,8,11037531.68
2013-04-23,,COGS,3.576817654279046,3.576817654279046,1041040.21,1041040.21,2152135.46,2152135.46,0,1,4,6907927.03
2018-06-29,,COGS,3.5751215812182173,3.5751215812182173,3612629.41,3612629.41,5682854.8,5682854.8,1,4,6,11945221.58
2017-04-02,14750037.65,Revenue,3.5607242805679955,3.5607242805679955,-1058717.959999999,1058717.959999999,9118510.690000001,9118510.690000001,1,6,4,
2015-06-29,,COGS,3.557846646713333,3.557846646713333,3248303.9700000007,3248303.9700000007,3517668.5100000007,3517668.5100000007,1,0,6,10003747.48
2020-08-30,8480394.59,Revenue,3.5546638278794025,3.5546638278794025,963342.7999999998,963342.7999999998,5647969.369999999,5647969.369999999,1,6,8,
2014-05-31,,COGS,3.5519787183220446,3.5519787183220446,-744646.6199999992,744646.6199999992,5449781.8,5449781.8,0,5,5,9985304.33
2020-05-30,8571150.17,Revenue,3.5494408382580644,3.5494408382580644,513074.38999999966,513074.38999999966,4555729.51,4555729.51,0,5,5,
2013-04-17,8104639.53,Revenue,3.5444661447313965,3.5444661447313965,2217417.6500000004,2217417.6500000004,2092804.75,2092804.75,1,2,4,
2021-06-01,,COGS,3.5406418174215513,3.5406418174215513,-324566.18000000063,324566.18000000063,2999207.07,2999207.07,0,1,6,6141761.22
2022-08-29,7928796.83,Revenue,3.5323836571380243,3.5323836571380243,877074.5600000005,877074.5600000005,4185101.61,4185101.61,0,0,8,
2013-06-29,9546012.78,Revenue,3.5322834000875254,3.5322834000875254,3260658.5699999994,3260658.5699999994,4428737.819999999,4428737.819999999,1,5,6,
2015-06-01,,COGS,3.521550349846423,3.521550349846423,-203497.2800000012,203497.2800000012,4459130.58,4459130.58,0,0,6,9938849.85
2022-06-02,,COGS,3.516708051361258,3.516708051361258,-241837.72999999952,241837.72999999952,1654971.7999999998,1654971.7999999998,0,3,6,6796380.79
2022-05-31,,COGS,3.509536218930681,3.509536218930681,-143662.1200000001,143662.1200000001,3203073.1499999994,3203073.1499999994,0,1,5,6787523.6
2013-05-23,,COGS,3.499470859724353,3.499470859724353,1533302.2300000004,1533302.2300000004,1049092.04,1049092.04,0,3,5,7150676.62
2013-07-03,,COGS,3.490173686369269,3.490173686369269,941980.79,941980.79,-420793.48000000045,420793.48000000045,1,2,7,7869401.17
2018-05-02,12779953.62,Revenue,3.4758639230138417,3.4758639230138417,-998972.9100000001,998972.9100000001,3232077.959999999,3232077.959999999,0,2,5,
2022-04-29,7579535.07,Revenue,3.473074578778838,3.473074578778838,1988600.7700000005,1988600.7700000005,2970028.88,2970028.88,0,4,4,
2021-06-01,7479521.04,Revenue,3.467844646982512,3.467844646982512,-516848.86000000034,516848.86000000034,3657061.56,3657061.56,0,1,6,
2015-08-31,,COGS,3.4633002440665526,3.4633002440665526,810680.8399999999,810680.8399999999,5930433.24,5930433.24,1,0,8,10070785.58
2021-05-27,,COGS,3.4576237381403088,3.4576237381403088,1991446.9599999995,1991446.9599999995,1959688.4999999995,1959688.4999999995,0,3,5,6048379.93
2014-04-28,,COGS,3.4541959169598324,3.4541959169598324,2306889.3600000003,2306889.3600000003,2473400.2199999997,2473400.2199999997,0,0,4,9367036.91
2021-04-03,7594752.42,Revenue,3.45278811121006,3.45278811121006,-271282.8100000005,271282.8100000005,3981977.65,3981977.65,1,5,4,
2016-04-30,,COGS,3.451792637469159,3.451792637469159,-3134886.130000001,3134886.130000001,3987937.879999999,3987937.879999999,0,5,4,10476104.29
2016-04-01,12298083.49,Revenue,3.429045764235432,3.429045764235432,-1933216.2400000002,1933216.2400000002,5289440.19,5289440.19,1,4,4,
2017-04-29,13969061.08,Revenue,3.4274821381273184,3.4274821381273184,5095822.619999999,5095822.619999999,8661344.52,8661344.52,0,5,4,
2014-06-01,11536710.05,Revenue,3.4241369845194805,3.4241369845194805,-888260.8499999996,888260.8499999996,3701966.6400000006,3701966.6400000006,0,6,6,
2016-05-26,,COGS,3.412769597947112,3.412769597947112,2580204.5599999996,2580204.5599999996,1376743.2599999998,1376743.2599999998,0,3,5,10440320.85
2014-07-01,,COGS,3.40977281432797,3.40977281432797,873068.790000001,873068.790000001,2487378.6500000004,2487378.6500000004,1,1,7,9652958.13
2014-08-30,11574198.37,Revenue,3.4027496195200184,3.4027496195200184,-1108810.9000000004,1108810.9000000004,7969278.93,7969278.93,1,5,8,
2016-08-31,12534594.92,Revenue,3.402295108718366,3.402295108718366,-1277785.3800000008,1277785.3800000008,6241843.1899999995,6241843.1899999995,1,2,8,
2014-08-31,,COGS,3.400216446754996,3.400216446754996,327317.1799999997,327317.1799999997,6206727.77,6206727.77,1,6,8,9415326.58
2013-04-17,,COGS,3.387853015243725,3.387853015243725,1861537.21,1861537.21,1289579.7400000002,1289579.7400000002,1,2,4,6617328.78
2020-08-30,,COGS,3.3825226997153033,3.3825226997153033,686181.5999999996,686181.5999999996,4495019.58,4495019.58,1,6,8,6775599.46
2021-05-27,7320510.07,Revenue,3.3549188445520297,3.3549188445520297,2405056.9000000004,2405056.9000000004,2262712.3200000003,2262712.3200000003,0,3,5,
2018-04-30,12464011.32,Revenue,3.346415641752656,3.346415641752656,389618.79000000097,389618.79000000097,3472375.870000001,3472375.870000001,0,0,4,
2020-05-30,,COGS,3.3416289096546983,3.3416289096546983,760571.7400000002,760571.7400000002,3604133.35,3604133.35,0,5,5,6917398.63
2016-09-01,12403544.62,Revenue,3.3409355170236985,3.3409355170236985,-131050.30000000075,131050.30000000075,3608615.8899999987,3608615.8899999987,1,3,9,
2021-07-30,,COGS,3.3331827434346204,3.3331827434346204,1756131.3899999997,1756131.3899999997,2568632.7799999993,2568632.7799999993,1,4,7,6322433.77
2022-08-29,,COGS,3.3313473739890465,3.3313473739890465,623860.0699999994,623860.0699999994,3407405.63,3407405.63,0,0,8,6503005.43
2022-08-31,7627532.44,Revenue,3.3196468440960203,3.3196468440960203,1053186.5500000007,1053186.5500000007,4334549.180000001,4334549.180000001,1,2,8,
2015-07-30,,COGS,3.3158332035963274,3.3158332035963274,2159359.2300000004,2159359.2300000004,4720577.91,4720577.91,1,3,7,9762134.91
2018-06-29,12484085.14,Revenue,3.312579995512847,3.312579995512847,3970152.9400000013,3970152.9400000013,4594049.44,4594049.44,1,4,6,
2020-03-31,7897174.25,Revenue,3.311134202544156,3.311134202544156,-763980.0999999996,763980.0999999996,4120112.96,4120112.96,1,1,3,
2018-03-30,12176690.89,Revenue,3.3075809587197904,3.3075809587197904,4813675.540000001,4813675.540000001,8168364.24,8168364.24,1,4,3,
2013-06-27,,COGS,3.306265880435087,3.306265880435087,-827378.79,827378.79,1947139.0600000005,1947139.0600000005,1,3,6,7462815.86
2018-07-31,12496367.04,Revenue,3.304438279744829,3.304438279744829,5181906.279999999,5181906.279999999,5674627.27,5674627.27,0,1,7,
2020-04-02,,COGS,3.298221231042637,3.298221231042637,-1276228.2400000002,1276228.2400000002,2195323.8,2195323.8,1,3,4,6681340.51
2021-08-29,,COGS,3.291987953630618,3.291987953630618,3888860.97,3888860.97,4046407.12,4046407.12,1,6,8,6342118.62
2014-05-27,11197544.52,Revenue,3.2647335226765626,3.2647335226765626,4001212.92,4001212.92,4199534.539999999,4199534.539999999,0,1,5,
2013-08-03,,COGS,3.2630060843153097,3.2630060843153097,-1815307.7599999998,1815307.7599999998,4287000.029999999,4287000.029999999,1,5,8,7786528.35
2022-06-29,7265484.49,Revenue,3.2518610796298515,3.2518610796298515,1466132.1400000006,1466132.1400000006,2083178.38,2083178.38,1,2,6,
2020-05-29,8058075.78,Revenue,3.244924878164556,3.244924878164556,932821.5200000005,932821.5200000005,2950029.74,2950029.74,0,4,5,
2013-03-22,,COGS,3.220674982645415,3.220674982645415,-475601.7999999998,475601.7999999998,1814392.4000000004,1814392.4000000004,1,4,3,6021167.98
2013-03-27,,COGS,3.2106708586851553,3.2106708586851553,888886.8700000001,888886.8700000001,1773395.1600000001,1773395.1600000001,1,2,3,6081507.57
2014-08-30,,COGS,3.200645489946393,3.200645489946393,-1048578.0,1048578.0,6263807.0,6263807.0,1,5,8,9088009.4
2022-08-31,,COGS,3.1998528713079857,3.1998528713079857,859377.3700000001,859377.3700000001,3662287.1599999997,3662287.1599999997,1,2,8,6341793.09
2021-04-30,6962149.33,Revenue,3.199252657211569,3.199252657211569,-2573365.7200000007,2573365.7200000007,4458446.92,4458446.92,0,4,4,
2018-04-29,12074392.53,Revenue,3.186780535239336,3.186780535239336,1571607.879999999,1571607.879999999,5015494.879999999,5015494.879999999,0,6,4,
2018-08-28,12207075.48,Revenue,3.1831148574559807,3.1831148574559807,6055966.170000001,6055966.170000001,6235734.15,6235734.15,0,1,8,
2015-04-02,11638587.41,Revenue,3.1825666662451946,3.1825666662451946,-2059292.4700000007,2059292.4700000007,4654795.94,4654795.94,1,3,4,
2016-07-01,,COGS,3.182196280519739,3.182196280519739,-1548170.120000001,1548170.120000001,3629806.5299999993,3629806.5299999993,1,4,7,10138330.52
2013-03-21,7355693.45,Revenue,3.1760930692881484,3.1760930692881484,2363588.26,2363588.26,662896.1500000004,662896.1500000004,1,3,3,
2015-04-03,,COGS,3.169475761608392,3.169475761608392,-1289193.4299999997,1289193.4299999997,4689243.32,4689243.32,1,4,4,9205352.56
2016-06-30,11824115.33,Revenue,3.1687699896004,3.1687699896004,-1519635.789999999,1519635.789999999,1951227.1300000008,1951227.1300000008,1,3,6,
2016-05-01,11553720.73,Revenue,3.152078182498133,3.152078182498133,-1321069.83,1321069.83,3547728.2300000004,3547728.2300000004,0,6,5,
2013-05-03,8173550.12,Revenue,3.150341657143638,3.150341657143638,-3006115.169999999,3006115.169999999,2017157.2800000003,2017157.2800000003,0,4,5,
2018-08-01,,COGS,3.1301781759631453,3.1301781759631453,975883.870000001,975883.870000001,4643288.46,4643288.46,0,2,8,10884999.4
2018-03-30,,COGS,3.1273786868008555,3.1273786868008555,4289519.750000001,4289519.750000001,7216839.860000001,7216839.860000001,1,4,3,10927925.46
2013-06-26,8817278.13,Revenue,3.1141696731376696,3.1141696731376696,2088391.0300000012,2088391.0300000012,1379937.1100000013,1379937.1100000013,1,2,6,
2016-04-20,11470503.55,Revenue,3.113690724553638,3.113690724553638,2171031.540000001,2171031.540000001,2833604.49,2833604.49,0,2,4,
2020-04-02,7577709.18,Revenue,3.1119006201310153,3.1119006201310153,-1178100.2800000012,1178100.2800000012,2601634.3099999996,2601634.3099999996,1,3,4,
2014-06-29,10967240.25,Revenue,3.1081580255866967,3.1081580255866967,4251250.74,4251250.74,4096196.4400000004,4096196.4400000004,1,6,6,
2015-05-01,11462217.29,Revenue,3.1024518929551914,3.1024518929551914,-3448913.3500000015,3448913.3500000015,4883716.609999999,4883716.609999999,0,4,5,
2021-04-30,,COGS,3.1023433678448753,3.1023433678448753,-2092242.9799999995,2092242.9799999995,3655923.8500000006,3655923.8500000006,0,4,4,5622679.65
2018-06-27,,COGS,3.0994480234751465,3.0994480234751465,750677.1099999994,750677.1099999994,2533957.2700000005,2533957.2700000005,1,2,6,10874461.91
2021-06-29,,COGS,3.0994356139615675,3.0994356139615675,1829509.0600000005,1829509.0600000005,2839094.7900000005,2839094.7900000005,1,1,6,5911751.11
2021-06-02,6960798.21,Revenue,3.0993917494031082,3.0993917494031082,-518722.8300000001,518722.8300000001,2045345.04,2045345.04,0,2,6,
2013-02-26,,COGS,3.0984199336621003,3.0984199336621003,-1777373.0700000003,1777373.0700000003,2232168.83,2232168.83,1,1,2,5653323.87
2015-07-01,,COGS,3.0944895975053304,3.0944895975053304,-1437569.1099999994,1437569.1099999994,2342183.4799999995,2342183.4799999995,1,2,7,9190648.76
2017-05-25,12997641.6,Revenue,3.0850662751634563,3.0850662751634563,3188523.4000000004,3188523.4000000004,2443454.49,2443454.49,0,3,5,
2014-06-01,,COGS,3.084069055324764,3.084069055324764,-815093.3100000005,815093.3100000005,2915648.55,2915648.55,0,6,6,9170211.02
2016-09-01,,COGS,3.083358502547575,3.083358502547575,25222.849999999627,25222.849999999627,3138980.669999999,3138980.669999999,1,3,9,10116739.78
2017-04-29,,COGS,3.0827349128147565,3.0827349128147565,4141353.8200000003,4141353.8200000003,6919809.46,6919809.46,0,5,4,11193381.32
2016-08-31,,COGS,3.0804726053157823,3.0804726053157823,-946014.75,946014.75,4991267.52,4991267.52,1,2,8,10091516.93
2018-05-01,,COGS,3.0770537856085896,3.0770537856085896,808446.3000000007,808446.3000000007,2841671.5,2841671.5,0,1,5,10888681.41
2016-04-26,11387120.36,Revenue,3.0752266874473233,3.0752266874473233,319042.3499999996,319042.3499999996,2087648.3499999996,2087648.3499999996,0,1,4,
2021-05-28,6925957.27,Revenue,3.0747168462798737,3.0747168462798737,-394552.80000000075,394552.80000000075,1491413.6499999994,1491413.6499999994,0,4,5,
2018-05-23,11779004.94,Revenue,3.065753955919682,3.065753955919682,3931882.9699999997,3931882.9699999997,2380773.619999999,2380773.619999999,0,2,5,
2018-06-03,,COGS,3.0633680009003483,3.0633680009003483,-2880262.1999999993,2880262.1999999993,5691689.84,5691689.84,0,6,6,10827445.24
2013-05-03,,COGS,3.0503816147972604,3.0503816147972604,-2481491.4000000004,2481491.4000000004,1647332.54,1647332.54,0,4,5,6507576.59
2021-06-02,,COGS,3.025174047506674,3.025174047506674,-569679.2000000002,569679.2000000002,1515149.0499999993,1515149.0499999993,0,2,6,5572082.02
2021-05-28,,COGS,3.024854362336235,3.024854362336235,-486792.3099999996,486792.3099999996,1290454.8600000003,1290454.8600000003,0,4,5,5561587.62
2020-08-31,,COGS,3.022661125787927,3.022661125787927,-481030.1200000001,481030.1200000001,3662639.9099999997,3662639.9099999997,1,0,8,6294569.34
2020-04-30,7581421.63,Revenue,3.0207340075028077,3.0207340075028077,-2439517.3999999994,2439517.3999999994,2408397.51,2408397.51,0,3,4,
2015-05-27,11264269.11,Revenue,3.0128410186177477,3.0128410186177477,4014202.039999999,4014202.039999999,377822.0,377822.0,0,2,5,
2015-08-30,,COGS,3.009847104847436,3.009847104847436,-1101646.42,1101646.42,5224777.29,5224777.29,1,6,8,9260104.74
2014-04-03,,COGS,3.0068993222806326,3.0068993222806326,-3159401.950000001,3159401.950000001,1083732.7799999993,1083732.7799999993,1,3,4,8683847.27
2015-04-21,11246554.8,Revenue,3.005665538650114,3.005665538650114,2303681.58,2303681.58,1481588.3100000005,1481588.3100000005,0,1,4,
2015-05-01,,COGS,3.000393057939895,3.000393057939895,-2718007.34,2718007.34,3882909.9799999995,3882909.9799999995,0,4,5,9026019.09
2015-04-27,11233528.64,Revenue,2.999819577505018,2.999819577505018,2747271.2200000007,2747271.2200000007,2290655.42,2290655.42,0,0,4,
2017-07-31,,COGS,2.9966785620314154,2.9966785620314154,2871889.1100000003,2871889.1100000003,6649469.67,6649469.67,1,0,7,11128407.08
2022-04-29,,COGS,2.9885225833869553,2.9885225833869553,1542157.5599999996,1542157.5599999996,2296845.23,2296845.23,0,4,4,6187238.79
2022-04-03,,COGS,2.9846533063129836,2.9846533063129836,-1659571.4500000002,1659571.4500000002,1372943.63,1372943.63,1,6,4,6148445.74
2016-05-19,11212790.37,Revenue,2.9817055307262654,2.9817055307262654,2796400.4499999993,2796400.4499999993,476500.08999999985,476500.08999999985,0,3,5,
2015-04-27,,COGS,2.980361897997811,2.980361897997811,2200561.88,2200561.88,2038099.7799999993,2038099.7799999993,0,0,4,8990933.6
2015-04-21,,COGS,2.977603345775027,2.977603345775027,2033268.0499999989,2033268.0499999989,461068.3999999985,461068.3999999985,0,1,4,8986101.87
2013-06-30,,COGS,2.976921552842388,2.976921552842388,-2018187.87,2018187.87,2294182.8599999994,2294182.8599999994,1,6,6,7149429.97
2017-04-30,12763691.95,Revenue,2.970693953147119,2.970693953147119,-1205369.1300000008,1205369.1300000008,4830144.52,4830144.52,0,6,4,
2020-08-29,7517051.79,Revenue,2.9617737542515847,2.9617737542515847,220513.0700000003,220513.0700000003,5051952.08,5051952.08,0,5,8,
2020-08-31,7490849.71,Revenue,2.945647663787835,2.945647663787835,-989544.8799999999,989544.8799999999,4273246.640000001,4273246.640000001,1,0,8,
2014-05-27,,COGS,2.9443666849146353,2.9443666849146353,3176010.7,3176010.7,3361146.76,3361146.76,0,1,5,8926851.08
2015-05-27,,COGS,2.9351796942720845,2.9351796942720845,3158019.17,3158019.17,301706.23000000045,301706.23000000045,0,2,5,8911794.91
2018-03-31,11278748.95,Revenue,2.931577645342905,2.931577645342905,-897941.9400000013,897941.9400000013,6051162.209999999,6051162.209999999,1,5,3,
2016-04-25,11068078.01,Revenue,2.9280548559440476,2.9280548559440476,3062085.51,3062085.51,3137657.0699999994,3137657.0699999994,0,0,4,
2022-02-26,6304749.98,Revenue,2.9270506448830464,2.9270506448830464,3360963.0000000005,3360963.0000000005,3807465.74,3807465.74,0,5,2,
2016-04-03,,COGS,2.9236730129630297,2.9236730129630297,-2665232.5299999993,2665232.5299999993,3987710.3899999997,3987710.3899999997,1,6,4,9627706.26
2017-04-03,,COGS,2.9204593776693386,2.9204593776693386,-2509685.7799999993,2509685.7799999993,4916185.59,4916185.59,1,0,4,10898039.76
2022-08-28,7051722.27,Revenue,2.9130404725863475,2.9130404725863475,4684057.9399999995,4684057.9399999995,4815732.25,4815732.25,0,6,8,
2014-04-22,10131097.46,Revenue,2.903515562184594,2.903515562184594,1716505.6300000008,1716505.6300000008,2259525.750000001,2259525.750000001,0,1,4,
2015-06-30,10954727.42,Revenue,2.9027656543450835,2.9027656543450835,688400.9499999993,688400.9499999993,2940112.0599999996,2940112.0599999996,1,1,6,
2021-05-01,6555221.49,Revenue,2.901049958637177,2.901049958637177,-406927.83999999985,406927.83999999985,2588960.5700000003,2588960.5700000003,0,5,5,
2017-06-28,,COGS,2.898326449585183,2.898326449585183,1677945.1600000001,1677945.1600000001,2170007.5600000005,2170007.5600000005,1,2,6,10779722.88
2014-06-30,,COGS,2.897095816389012,2.897095816389012,-1896872.6899999995,1896872.6899999995,2664077.9699999997,2664077.9699999997,1,0,6,8779889.34
2014-08-01,10268362.3,Revenue,2.8840512208400306,2.8840512208400306,-2231261.25,2231261.25,5831253.380000001,5831253.380000001,0,4,8,
2022-04-03,6547965.12,Revenue,2.8774625654571007,2.8774625654571007,-1741491.0999999996,1741491.0999999996,1378795.0099999998,1378795.0099999998,1,6,4,
2020-06-01,7434640.87,Revenue,2.874908592271861,2.874908592271861,366480.7599999998,366480.7599999998,3055757.6000000006,3055757.6000000006,0,0,6,
2020-08-29,,COGS,2.869186049245256,2.869186049245256,161329.16000000015,161329.16000000015,4088555.2,4088555.2,0,5,8,6089417.86
2016-05-01,,COGS,2.8643226493759077,2.8643226493759077,-1088308.209999999,1088308.209999999,2919350.0700000003,2919350.0700000003,0,6,5,9387796.08
2013-08-30,,COGS,2.8458615010633754,2.8458615010633754,-1004048.6299999999,1004048.6299999999,2554782.66,2554782.66,1,4,8,7247803.25
2015-05-20,10886447.11,Revenue,2.843220737410033,2.843220737410033,2719061.84,2719061.84,2414216.84,2414216.84,0,2,5,
2015-05-28,10886440.76,Revenue,2.843217886626369,2.843217886626369,-377828.3499999996,377828.3499999996,1301091.42,1301091.42,0,3,5,
2013-05-16,7727680.05,Revenue,2.83336525826474,2.83336525826474,1311668.6099999994,1311668.6099999994,1912068.9799999995,1912068.9799999995,0,3,5,
2020-08-28,7296538.72,Revenue,2.826058814244563,2.826058814244563,2851191.04,2851191.04,3357150.26,3357150.26,0,4,8,
2022-08-28,,COGS,2.8224894934619,2.8224894934619,3981709.3000000003,3981709.3000000003,3973748.12,3973748.12,0,6,8,5879145.36
2015-05-28,,COGS,2.815474771742357,2.815474771742357,-209668.63000000082,209668.63000000082,1072452.7399999993,1072452.7399999993,0,3,5,8702126.28
2014-09-01,,COGS,2.80107853628179,2.80107853628179,-982648.6500000004,982648.6500000004,4501566.13,4501566.13,1,0,9,8432677.93
2013-04-22,7292352.56,Revenue,2.797661243621745,2.797661243621745,968804.5699999994,968804.5699999994,2124742.0599999996,2124742.0599999996,0,0,4,
2022-04-30,6592777.23,Revenue,2.7951721301556596,2.7951721301556596,-986757.8399999999,986757.8399999999,1882930.1900000004,1882930.1900000004,0,5,4,
2021-05-01,,COGS,2.7920133594616887,2.7920133594616887,-346673.73000000045,346673.73000000045,2076316.79,2076316.79,0,5,5,5276005.92
2022-06-03,6585522.44,Revenue,2.7839097800379604,2.7839097800379604,-1739915.0799999991,1739915.0799999991,2932846.5400000005,2932846.5400000005,0,4,6,
2020-05-29,,COGS,2.7838332014519334,2.7838332014519334,569827.5499999998,569827.5499999998,2317806.4799999995,2317806.4799999995,0,4,5,6156826.89
2014-09-01,10306541.25,Revenue,2.7829361533970394,2.7829361533970394,-1644857.4000000004,1644857.4000000004,5324472.53,5324472.53,1,0,9,
2018-03-31,,COGS,2.7810883745791224,2.7810883745791224,-771314.6900000013,771314.6900000013,5536645.64,5536645.64,1,5,3,10156610.77
2013-07-02,,COGS,2.7799138283369214,2.7799138283369214,679180.4399999995,679180.4399999995,784486.04,784486.04,1,1,7,6927420.38
2013-03-14,,COGS,2.7771476108623556,2.7771476108623556,1896331.6600000001,1896331.6600000001,2167929.12,2167929.12,0,3,3,5359353.2
2013-07-30,,COGS,2.7757829336592947,2.7757829336592947,474360.4000000004,474360.4000000004,3521174.6500000004,3521174.6500000004,1,1,7,7073525.07
2020-04-03,,COGS,2.7749054572460907,2.7749054572460907,-676996.0899999999,676996.0899999999,1233791.3399999999,1233791.3399999999,1,4,4,6004344.42
2016-04-20,,COGS,2.7681813176312504,2.7681813176312504,1554857.7200000007,1554857.7200000007,1447846.460000001,1447846.460000001,0,2,4,9220652.39
2016-07-31,11015269.56,Revenue,2.7676987930672845,2.7676987930672845,4668978.69,4668978.69,6022671.16,6022671.16,0,6,7,
2018-06-26,,COGS,2.7659677275372294,2.7659677275372294,1960829.4400000004,1960829.4400000004,1597375.0600000005,1597375.0600000005,1,1,6,10123784.8
2018-05-02,,COGS,2.7650252960118857,2.7650252960118857,-702388.2599999998,702388.2599999998,2623487.8200000003,2623487.8200000003,0,2,5,10186293.15
2015-05-20,,COGS,2.762928266441006,2.762928266441006,2025654.3999999994,2025654.3999999994,1858000.4299999997,1858000.4299999997,0,2,5,8610088.68
2017-05-25,,COGS,2.762832631357139,2.762832631357139,2355593.1799999997,2355593.1799999997,1927983.7799999993,1927983.7799999993,0,3,5,10345551.33
2016-05-12,10736290.28,Revenue,2.762512740270899,2.762512740270899,2283404.0199999996,2283404.0199999996,4709798.329999999,4709798.329999999,0,3,5,
2013-03-02,,COGS,-2.759828652167102,2.759828652167102,-2020329.42,2020329.42,-3203280.54,3203280.54,0,5,3,236576.31
2014-06-02,10120772.07,Revenue,2.7586642409689577,2.7586642409689577,-1415937.9800000004,1415937.9800000004,2924440.4700000007,2924440.4700000007,0,0,6,
2020-04-30,,COGS,2.755512014178623,2.755512014178623,-1994654.9400000004,1994654.9400000004,1953196.3699999996,1953196.3699999996,0,3,4,6073119.3
2018-08-28,,COGS,2.7549684993677874,2.7549684993677874,5153542.970000001,5153542.970000001,5261715.490000001,5261715.490000001,0,1,8,9954369.46
2015-04-14,,COGS,2.749659083739158,2.749659083739158,1326361.410000001,1326361.410000001,2409347.1800000006,2409347.1800000006,1,1,4,8525033.47
2013-02-26,6762535.71,Revenue,2.749615395865863,2.749615395865863,-2365689.54,2365689.54,2444234.4799999995,2444234.4799999995,1,1,2,
2020-08-28,,COGS,2.7484947182367496,2.7484947182367496,2252700.73,2252700.73,2794434.64,2794434.64,0,4,8,5928088.7
2013-08-04,,COGS,2.7460370405332246,2.7460370405332246,-696770.5899999999,696770.5899999999,2172424.5,2172424.5,1,6,8,7089757.76
2018-06-27,11081146.52,Revenue,2.744973186051503,2.744973186051503,192253.1799999997,192253.1799999997,638591.9199999999,638591.9199999999,1,2,6,
2022-05-25,6573956.43,Revenue,2.7348293268110275,2.7348293268110275,2131358.0699999994,2131358.0699999994,479784.5599999996,479784.5599999996,0,2,5,
2013-03-02,279813.94,Revenue,-2.73098545432149,2.73098545432149,-2414087.27,2414087.27,-4006326.5100000002,4006326.5100000002,0,5,3,
2016-04-26,,COGS,2.726819240232098,2.726819240232098,209541.74000000022,209541.74000000022,1467271.6500000004,1467271.6500000004,0,1,4,9133066.32
2022-06-28,,COGS,2.724676049651356,2.724676049651356,2252135.07,2252135.07,2279900.25,2279900.25,1,1,6,5797836.84
2014-12-28,,COGS,2.720274841172503,2.720274841172503,4867057.24,4867057.24,4119011.950000001,4119011.950000001,1,6,12,8405135.96
2018-04-30,,COGS,2.7179101434454305,2.7179101434454305,322025.4699999988,322025.4699999988,2985009.9499999993,2985009.9499999993,0,0,4,10080235.11
2016-05-27,10645860.16,Revenue,2.7081528724681236,2.7081528724681236,-2102997.4000000004,2102997.4000000004,587729.0500000007,587729.0500000007,0,4,5,
2014-04-03,9642469.77,Revenue,2.706357202958884,2.706357202958884,-3404001.4800000004,3404001.4800000004,1312294.2999999998,1312294.2999999998,1,3,4,
2018-07-31,,COGS,2.6930141509399825,2.6930141509399825,4183216.5999999996,4183216.5999999996,4564439.709999999,4564439.709999999,0,1,7,9909115.53
